station_id,value,date,device_id,name,location
S116,28.5,2024-08-16,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,28.2,2024-08-16,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.7,2024-08-17,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.3,2024-08-17,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.7,2024-08-17,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.4,2024-08-17,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.1,2024-08-17,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,29.9,2024-08-17,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.9,2024-08-17,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.5,2024-08-17,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.9,2024-08-17,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.8,2024-08-17,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.2,2024-08-17,,,
S24,30.9,2024-08-17,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.5,2024-08-17,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.9,2024-08-17,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.1,2024-08-18,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.3,2024-08-18,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.4,2024-08-18,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.5,2024-08-18,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.0,2024-08-18,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.8,2024-08-18,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.3,2024-08-18,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.5,2024-08-18,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.1,2024-08-18,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.0,2024-08-18,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.0,2024-08-18,,,
S24,30.9,2024-08-18,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.9,2024-08-18,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.9,2024-08-18,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.4,2024-08-19,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.1,2024-08-19,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.2,2024-08-19,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.5,2024-08-19,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.7,2024-08-19,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.0,2024-08-19,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,32.9,2024-08-19,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.7,2024-08-19,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.4,2024-08-19,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.9,2024-08-19,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.1,2024-08-19,,,
S24,31.2,2024-08-19,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.7,2024-08-19,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.4,2024-08-19,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.6,2024-08-20,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.2,2024-08-20,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.6,2024-08-20,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.5,2024-08-20,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.6,2024-08-20,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.9,2024-08-20,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,32.0,2024-08-20,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.0,2024-08-20,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.8,2024-08-20,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.3,2024-08-20,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.5,2024-08-20,,,
S24,30.6,2024-08-20,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.6,2024-08-20,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.5,2024-08-20,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.1,2024-08-21,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.0,2024-08-21,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.6,2024-08-21,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.5,2024-08-21,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.9,2024-08-21,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,31.2,2024-08-21,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.3,2024-08-21,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.6,2024-08-21,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.1,2024-08-21,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.4,2024-08-21,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.1,2024-08-21,,,
S24,29.9,2024-08-21,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.7,2024-08-21,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.9,2024-08-21,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.8,2024-08-22,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.9,2024-08-22,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.6,2024-08-22,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.0,2024-08-22,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.9,2024-08-22,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.7,2024-08-22,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,33.3,2024-08-22,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,33.8,2024-08-22,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.5,2024-08-22,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.1,2024-08-22,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.7,2024-08-22,,,
S24,31.9,2024-08-22,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.1,2024-08-22,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,33.0,2024-08-22,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.7,2024-08-23,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.0,2024-08-23,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.3,2024-08-23,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.5,2024-08-23,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.1,2024-08-23,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.5,2024-08-23,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,33.3,2024-08-23,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.0,2024-08-23,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.3,2024-08-23,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.4,2024-08-23,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.9,2024-08-23,,,
S24,31.7,2024-08-23,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.5,2024-08-23,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,26.4,2024-08-24,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,27.5,2024-08-24,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,26.5,2024-08-24,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,26.9,2024-08-24,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,27.0,2024-08-24,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,28.2,2024-08-24,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,27.1,2024-08-24,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,26.5,2024-08-24,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,26.4,2024-08-24,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,26.9,2024-08-24,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,27.9,2024-08-24,,,
S24,26.8,2024-08-24,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,27.2,2024-08-24,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,27.0,2024-08-24,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,25.0,2024-08-25,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,24.3,2024-08-25,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,25.7,2024-08-25,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,24.9,2024-08-25,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,25.1,2024-08-25,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,26.0,2024-08-25,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,23.9,2024-08-25,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,26.7,2024-08-25,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,25.1,2024-08-25,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,24.6,2024-08-25,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,25.8,2024-08-25,,,
S24,24.3,2024-08-25,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,26.1,2024-08-25,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,26.3,2024-08-25,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.6,2024-08-26,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.1,2024-08-26,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.1,2024-08-26,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.2,2024-08-26,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.8,2024-08-26,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,31.1,2024-08-26,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,30.8,2024-08-26,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.6,2024-08-26,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.9,2024-08-26,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.9,2024-08-26,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.1,2024-08-26,,,
S24,29.9,2024-08-26,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.4,2024-08-26,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,25.4,2024-08-27,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,26.6,2024-08-27,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,25.4,2024-08-27,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,27.6,2024-08-27,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,27.4,2024-08-27,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,28.9,2024-08-27,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,24.7,2024-08-27,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,24.6,2024-08-27,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,26.0,2024-08-27,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,28.2,2024-08-27,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,26.4,2024-08-27,,,
S24,29.2,2024-08-27,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,27.7,2024-08-27,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,30.9,2024-08-28,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.8,2024-08-28,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.1,2024-08-28,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.0,2024-08-28,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.4,2024-08-28,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,31.1,2024-08-28,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,30.1,2024-08-28,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.4,2024-08-28,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.1,2024-08-28,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.3,2024-08-28,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.2,2024-08-28,,,
S24,30.6,2024-08-28,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.5,2024-08-28,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,31.0,2024-08-29,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.3,2024-08-29,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.4,2024-08-29,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.2,2024-08-29,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.7,2024-08-29,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,31.3,2024-08-29,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.0,2024-08-29,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.2,2024-08-29,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.4,2024-08-29,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.4,2024-08-29,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.3,2024-08-29,,,
S24,30.5,2024-08-29,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.8,2024-08-29,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,30.6,2024-08-30,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.4,2024-08-30,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.8,2024-08-30,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.6,2024-08-30,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.4,2024-08-30,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,31.7,2024-08-30,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,30.8,2024-08-30,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.9,2024-08-30,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.1,2024-08-30,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.0,2024-08-30,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.5,2024-08-30,,,
S24,30.6,2024-08-30,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.5,2024-08-30,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,31.8,2024-08-31,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.3,2024-08-31,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.2,2024-08-31,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.8,2024-08-31,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.6,2024-08-31,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.0,2024-08-31,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.5,2024-08-31,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.9,2024-08-31,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.2,2024-08-31,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.5,2024-08-31,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.3,2024-08-31,,,
S24,31.2,2024-08-31,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.3,2024-08-31,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.2,2024-08-31,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.7,2024-09-01,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.2,2024-09-01,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.3,2024-09-01,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.4,2024-09-01,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.8,2024-09-01,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.3,2024-09-01,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.2,2024-09-01,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.4,2024-09-01,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.3,2024-09-01,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.5,2024-09-01,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.0,2024-09-01,,,
S24,30.8,2024-09-01,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.1,2024-09-01,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.9,2024-09-01,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.4,2024-09-02,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.5,2024-09-02,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.5,2024-09-02,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.3,2024-09-02,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.2,2024-09-02,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.5,2024-09-02,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.0,2024-09-02,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.7,2024-09-02,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.0,2024-09-02,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.4,2024-09-02,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.1,2024-09-02,,,
S24,31.2,2024-09-02,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.6,2024-09-02,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.8,2024-09-02,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.1,2024-09-03,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,27.4,2024-09-03,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,27.8,2024-09-03,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.7,2024-09-03,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.8,2024-09-03,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,28.2,2024-09-03,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,26.2,2024-09-03,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,26.0,2024-09-03,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,26.0,2024-09-03,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,25.9,2024-09-03,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,27.5,2024-09-03,,,
S24,31.8,2024-09-03,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,26.8,2024-09-03,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,23.7,2024-09-04,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,24.7,2024-09-04,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,23.8,2024-09-04,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,25.9,2024-09-04,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,24.6,2024-09-04,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,24.2,2024-09-04,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,24.3,2024-09-04,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,24.1,2024-09-04,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,23.6,2024-09-04,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,25.1,2024-09-04,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,25.7,2024-09-04,,,
S24,23.9,2024-09-04,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,25.1,2024-09-04,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,30.5,2024-09-05,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.4,2024-09-05,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.2,2024-09-05,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.5,2024-09-05,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.1,2024-09-05,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.1,2024-09-05,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.5,2024-09-05,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.3,2024-09-05,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.9,2024-09-05,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.0,2024-09-05,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.3,2024-09-05,,,
S24,30.8,2024-09-05,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.4,2024-09-05,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S109,31.1,2024-09-06,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.7,2024-09-06,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.4,2024-09-06,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
